"lambda","MSE.LASSO","MSE.OLS.GOOD","MSE.OLS.FULL","SSB.LASSO","SSB.OLS.GOOD","SSB.OLS.FULL"
0.0977009957299225,1.20688580474504,1.44098616180885,1.35015378804551,1.10798437739275,0.484096796836403,1.47422390915875
0.038001258523785,1.93428386658612,1.61062444680699,1.96914665624809,1.08134895061669,0.597827390391906,2.0649083567148
0.0977009957299225,0.980020519926308,0.934826739399764,2.11318789691029,1.16462197062721,0.954315827350784,2.26703509150709
0.122712523985119,0.795364393844205,0.713706860949459,1.08179100479156,0.874105477530338,0.252720040087309,1.93472637259134
0.0661000853415785,0.729915566166001,0.813861996884621,1.30777656892316,0.544780311727033,0.470134862868433,1.20749774603858
0.0857695898590894,2.75168868060415,1.81424168876627,2.67148074039519,0.909536549761357,0.358724392425544,1.21540371851336
0.056168774632861,1.45570537068361,1.14546656256898,1.47317978417147,0.909319483945381,0.531614965551399,1.50816049921962
0.0477296092350519,0.848478255118826,0.615771029185012,0.94685137389337,0.673080836601339,0.201116527802839,1.23621795943719
0.0333604824942029,1.46580050327184,1.10375488988169,1.80776809049606,1.55477135276697,0.189420915636073,2.12892889989939
0.0945709116858657,2.23525971347906,1.48830312910678,3.13097391696886,0.777018698936238,0.220599863404344,1.62323240518382
0.0292864456462524,1.64425891213539,1.17662167009775,1.59852720076108,1.31781786205231,0.510504519077652,1.82801958602219
0.0356053411687124,1.78140270768808,1.69244463018068,2.3916537173426,0.688286905002715,0.295320018422946,1.36605949286312
0.100934678501624,1.59382969188958,1.55565210660856,2.53102506308821,0.791460537038751,0.239730676959234,1.59323670961523
0.104275388885377,0.34575573390217,0.306088548690222,1.16969409156862,1.01707110016669,0.785377618871633,2.08263830796703
0.107726669253933,2.28531429756858,1.91867900283402,5.39946504916866,1.18733307689102,0.822126549147221,3.2159077154998
0.0392590145381764,1.493422826634,1.12912709933524,1.64176189498107,1.02785208142041,0.529398021868939,1.76109234861179
0.0830217568131974,3.223112884909,1.34476850002135,2.64281303136978,1.36519953903707,0.377914118557081,1.83571177113069
0.024088967285183,4.09261665488246,2.97128771969742,4.41886385914361,1.63747612420538,0.61951717495458,2.07671471576785
0.0857695898590894,1.29687974639068,1.06465740321682,1.70711804864189,0.945614821591904,0.862582862296393,1.64144959967469
0.0705480231071864,1.46322250019715,0.978962446395671,1.24752282000664,0.604973486014095,0.419024980141471,1.06076407774062
0.107726669253933,2.45918816590736,1.58191045050241,3.24014140655196,0.94624785231768,0.536039846997242,1.94082808318436
0.107726669253933,0.604960831038542,0.763178635379141,1.37363366230809,0.520545749865638,0.401119293950743,2.1232686078251
0.0619325827957735,1.88949178127306,1.18655524994868,3.13476975015347,0.689588318086874,0.276964636166183,2.05160318203349
0.0977009957299225,1.76893339723669,1.3138299998901,2.57226150138136,0.832704650633487,0.567894349545945,1.42467658758592
0.118781136075895,0.566724046725632,0.549311723935844,0.928856397710821,0.756340969226733,0.724891849534263,1.78077161408608
0.0661000853415785,2.04919259407313,1.2388069201545,2.15673322038062,0.976480289442931,0.241723330869531,1.23582798987945
0.0312571584968824,0.517161805777923,0.569610100949229,0.785772257684443,0.538141687090287,0.329105174434559,1.02105031049352
0.0857695898590894,1.721485722689,1.84308043945942,2.87342664267743,0.263857550211098,0.134503996677259,0.926262872037613
0.0705480231071864,0.591030837074069,0.484392274590199,0.775365988236021,0.502574122710789,0.265351707290859,0.797352536895267
0.100934678501624,3.24224980190939,1.58354208219723,5.13453468539417,0.945535904801827,0.363398685811741,2.17889698435213
0.0803619571420774,0.883551492827475,1.3811873858272,2.45430705502824,0.631865908680353,0.292044080048588,1.71426275771786
0.0977009957299225,2.17769696547507,1.39970553409071,3.56562165375855,1.18543116654619,0.63031128609129,2.2198483017544
0.0265608778294669,2.51105258552511,1.13664225889392,3.33797152786664,1.4592083914249,0.333913713700972,2.36278605544221
0.0432876128108306,0.816422054837052,0.595698638107301,1.58520909505028,0.861659571161396,0.355752445305389,1.73231338527763
0.0945709116858657,1.10186522967014,1.06396732217446,1.05417595880104,0.895459836447224,0.565035098277849,1.48061366703795
0.135304777457981,1.16428511478041,1.20295585453263,0.843861582645339,0.40090701892306,0.183645473087333,1.1762563550072
0.0915411073375241,0.922652310686496,0.742667845989582,1.42391471443178,0.740921664685812,0.640888943730326,1.49656896824586
0.088608369986059,2.04609452057163,1.51495713560973,2.60078737163986,0.889973491367916,0.417864051976802,1.38509987727383
0.0977009957299225,0.941729478639767,0.869317593092718,0.955898402986339,0.413163414679543,0.349205831693477,0.663538820523234
0.118781136075895,2.26905066395566,2.10030638968448,2.69327741819148,0.990988258873083,0.636439397307981,1.60033490611904
0.0705480231071864,2.0398629486541,1.41111202501342,2.75668944281047,0.751320898483116,0.346103465707562,1.49159438099312
